Attaching to ozonesecure-ha_datanode2_1, ozonesecure-ha_s3g_1, ozonesecure-ha_scm3.org_1, ozonesecure-ha_scm2.org_1, ozonesecure-ha_recon_1, ozonesecure-ha_om2_1, ozonesecure-ha_datanode3_1, ozonesecure-ha_om1_1, ozonesecure-ha_kms_1, ozonesecure-ha_scm1.org_1, ozonesecure-ha_om3_1, ozonesecure-ha_kdc_1, ozonesecure-ha_datanode1_1
kdc_1        | Jul 16 13:33:21 kdc krb5kdc[8](info): Loaded
recon_1      | 2021-07-16 13:33:43,026 [main] INFO tasks.ReconTaskControllerImpl: Registered task TableCountTask with controller.
recon_1      | 2021-07-16 13:33:43,037 [main] INFO tasks.ReconTaskControllerImpl: Registered task NSSummaryTask with controller.
recon_1      | 2021-07-16 13:33:43,097 [main] INFO ozone.OmUtils: Using OzoneManager ServiceID 'id1'.
recon_1      | 2021-07-16 13:33:44,337 [main] WARN recon.ReconUtils: ozone.recon.om.db.dir is not configured. We recommend adding this setting. Falling back to ozone.metadata.dirs instead.
recon_1      | 2021-07-16 13:33:44,803 [main] WARN recon.ReconUtils: ozone.recon.scm.db.dirs is not configured. We recommend adding this setting. Falling back to ozone.metadata.dirs instead.
recon_1      | 2021-07-16 13:33:44,881 [main] INFO net.NodeSchemaLoader: Loading schema from [file:/etc/hadoop/network-topology-default.xml, jar:file:/opt/hadoop/share/ozone/lib/hdds-common-1.2.0-SNAPSHOT.jar!/network-topology-default.xml]
recon_1      | 2021-07-16 13:33:44,885 [main] INFO net.NodeSchemaLoader: Loading network topology layer schema file
recon_1      | 2021-07-16 13:33:45,070 [main] WARN db.DBStoreBuilder: ozone.recon.scm.db.dirs is not configured. We recommend adding this setting. Falling back to ozone.metadata.dirs instead.
recon_1      | 2021-07-16 13:33:45,263 [main] INFO upgrade.AbstractLayoutVersionManager: Initializing Layout version manager with metadata layout = SCM_HA (version = 2), software layout = SCM_HA (version = 2)
recon_1      | 2021-07-16 13:33:45,457 [main] INFO reflections.Reflections: Reflections took 178 ms to scan 3 urls, producing 103 keys and 210 values 
recon_1      | 2021-07-16 13:33:45,551 [main] INFO ha.SequenceIdGenerator: Init the HA SequenceIdGenerator.
recon_1      | 2021-07-16 13:33:45,595 [main] INFO node.SCMNodeManager: Entering startup safe mode.
recon_1      | 2021-07-16 13:33:45,603 [main] INFO scm.ReconNodeManager: Loaded 0 nodes from node DB.
recon_1      | 2021-07-16 13:33:45,613 [main] INFO algorithms.ContainerPlacementPolicyFactory: Create container placement policy of type org.apache.hadoop.hdds.scm.container.placement.algorithms.SCMContainerPlacementRandom
recon_1      | 2021-07-16 13:33:45,658 [main] INFO ipc.CallQueueManager: Using callQueue: class java.util.concurrent.LinkedBlockingQueue, queueCapacity: 10000, scheduler: class org.apache.hadoop.ipc.DefaultRpcScheduler, ipcBackoff: false.
recon_1      | 2021-07-16 13:33:45,786 [Socket Reader #1 for port 9891] INFO ipc.Server: Starting Socket Reader #1 for port 9891
recon_1      | 2021-07-16 13:33:45,901 [Listener at 0.0.0.0/9891] INFO pipeline.PipelineStateManager: No pipeline exists in current db
recon_1      | 2021-07-16 13:33:46,005 [Listener at 0.0.0.0/9891] INFO recon.ReconServer: Recon server initialized successfully!
recon_1      | 2021-07-16 13:33:46,005 [Listener at 0.0.0.0/9891] INFO recon.ReconServer: Starting Recon server
recon_1      | 2021-07-16 13:33:46,133 [Listener at 0.0.0.0/9891] INFO impl.MetricsConfig: Loaded properties from hadoop-metrics2.properties
recon_1      | 2021-07-16 13:33:46,158 [Listener at 0.0.0.0/9891] INFO impl.MetricsSystemImpl: Scheduled Metric snapshot period at 10 second(s).
recon_1      | 2021-07-16 13:33:46,158 [Listener at 0.0.0.0/9891] INFO impl.MetricsSystemImpl: Recon metrics system started
recon_1      | 2021-07-16 13:33:46,452 [Listener at 0.0.0.0/9891] INFO http.HttpServer2: Jetty bound to port 9888
recon_1      | 2021-07-16 13:33:46,453 [Listener at 0.0.0.0/9891] INFO server.Server: jetty-9.4.35.v20201120; built: 2020-11-20T21:17:03.964Z; git: bdc54f03a5e0a7e280fab27f55c3c75ee8da89fb; jvm 11.0.10+9-LTS
recon_1      | 2021-07-16 13:33:46,522 [Listener at 0.0.0.0/9891] INFO server.session: DefaultSessionIdManager workerName=node0
recon_1      | 2021-07-16 13:33:46,522 [Listener at 0.0.0.0/9891] INFO server.session: No SessionScavenger set, using defaults
recon_1      | 2021-07-16 13:33:46,523 [Listener at 0.0.0.0/9891] INFO server.session: node0 Scavenging every 600000ms
recon_1      | 2021-07-16 13:33:46,549 [Listener at 0.0.0.0/9891] INFO server.session: node0 Stopped scavenging
recon_1      | Problem starting http server
recon_1      | 2021-07-16 13:33:46,594 [shutdown-hook-0] INFO recon.ReconServer: SHUTDOWN_MSG: 
recon_1      | /************************************************************
recon_1      | SHUTDOWN_MSG: Shutting down ReconServer at recon/172.25.0.115
recon_1      | ************************************************************/
datanode3_1  | 2021-07-16 13:35:40,934 [Command processor thread] WARN commandhandler.CreatePipelineCommandHandler: Add group failed for 8eaffa86-b437-4457-bed4-822a77884563{ip: 172.25.0.102, host: ozonesecure-ha_datanode1_1.ozonesecure-ha_ozone_net, ports: [REPLICATION=9886, RATIS=9858, RATIS_ADMIN=9857, RATIS_SERVER=9856, STANDALONE=9859], networkLocation: /default-rack, certSerialId: null, persistedOpState: IN_SERVICE, persistedOpStateExpiryEpochSec: 0}
datanode3_1  | java.io.IOException: org.apache.ratis.thirdparty.io.grpc.StatusRuntimeException: UNAVAILABLE: Network closed for unknown reason
datanode3_1  | 	at org.apache.ratis.grpc.GrpcUtil.unwrapException(GrpcUtil.java:92)
datanode3_1  | 	at org.apache.ratis.grpc.client.GrpcClientProtocolClient.blockingCall(GrpcClientProtocolClient.java:217)
datanode3_1  | 	at org.apache.ratis.grpc.client.GrpcClientProtocolClient.groupAdd(GrpcClientProtocolClient.java:178)
datanode3_1  | 	at org.apache.ratis.grpc.client.GrpcClientRpc.sendRequest(GrpcClientRpc.java:96)
datanode3_1  | 	at org.apache.ratis.client.impl.BlockingImpl.sendRequest(BlockingImpl.java:130)
datanode3_1  | 	at org.apache.ratis.client.impl.GroupManagementImpl.add(GroupManagementImpl.java:51)
datanode3_1  | 	at org.apache.hadoop.ozone.container.common.statemachine.commandhandler.CreatePipelineCommandHandler.lambda$handle$1(CreatePipelineCommandHandler.java:99)
datanode3_1  | 	at java.base/java.util.stream.ForEachOps$ForEachOp$OfRef.accept(ForEachOps.java:183)
datanode3_1  | 	at java.base/java.util.stream.ReferencePipeline$2$1.accept(ReferencePipeline.java:177)
datanode3_1  | 	at java.base/java.util.ArrayList$ArrayListSpliterator.forEachRemaining(ArrayList.java:1655)
datanode3_1  | 	at java.base/java.util.stream.AbstractPipeline.copyInto(AbstractPipeline.java:484)
datanode3_1  | 	at java.base/java.util.stream.AbstractPipeline.wrapAndCopyInto(AbstractPipeline.java:474)
datanode3_1  | 	at java.base/java.util.stream.ForEachOps$ForEachOp.evaluateSequential(ForEachOps.java:150)
datanode3_1  | 	at java.base/java.util.stream.ForEachOps$ForEachOp$OfRef.evaluateSequential(ForEachOps.java:173)
datanode3_1  | 	at java.base/java.util.stream.AbstractPipeline.evaluate(AbstractPipeline.java:234)
datanode3_1  | 	at java.base/java.util.stream.ReferencePipeline.forEach(ReferencePipeline.java:497)
datanode3_1  | 	at org.apache.hadoop.ozone.container.common.statemachine.commandhandler.CreatePipelineCommandHandler.handle(CreatePipelineCommandHandler.java:95)
datanode3_1  | 	at org.apache.hadoop.ozone.container.common.statemachine.commandhandler.CommandDispatcher.handle(CommandDispatcher.java:99)
datanode3_1  | 	at org.apache.hadoop.ozone.container.common.statemachine.DatanodeStateMachine.lambda$initCommandHandlerThread$2(DatanodeStateMachine.java:551)
datanode3_1  | 	at java.base/java.lang.Thread.run(Thread.java:834)
datanode3_1  | Caused by: org.apache.ratis.thirdparty.io.grpc.StatusRuntimeException: UNAVAILABLE: Network closed for unknown reason
datanode3_1  | 	at org.apache.ratis.thirdparty.io.grpc.stub.ClientCalls.toStatusRuntimeException(ClientCalls.java:262)
datanode3_1  | 	at org.apache.ratis.thirdparty.io.grpc.stub.ClientCalls.getUnchecked(ClientCalls.java:243)
datanode3_1  | 	at org.apache.ratis.thirdparty.io.grpc.stub.ClientCalls.blockingUnaryCall(ClientCalls.java:156)
datanode3_1  | 	at org.apache.ratis.proto.grpc.AdminProtocolServiceGrpc$AdminProtocolServiceBlockingStub.groupManagement(AdminProtocolServiceGrpc.java:413)
datanode3_1  | 	at org.apache.ratis.grpc.client.GrpcClientProtocolClient.lambda$groupAdd$5(GrpcClientProtocolClient.java:180)
datanode3_1  | 	at org.apache.ratis.grpc.client.GrpcClientProtocolClient.blockingCall(GrpcClientProtocolClient.java:215)
datanode3_1  | 	... 18 more
datanode3_1  | 2021-07-16 13:35:40,935 [Command processor thread] INFO commandhandler.CreatePipelineCommandHandler: Created Pipeline RATIS THREE PipelineID=554ddc69-f989-4d7f-a10a-310fb1b1e324.
datanode3_1  | 2021-07-16 13:35:41,282 [075fc7f7-6f5d-45e0-be59-56811212838d@group-BEC3C596B78C-FollowerState] INFO impl.FollowerState: 075fc7f7-6f5d-45e0-be59-56811212838d@group-BEC3C596B78C-FollowerState: change to CANDIDATE, lastRpcElapsedTime:5152725691ns, electionTimeout:5126ms
datanode3_1  | 2021-07-16 13:35:41,282 [075fc7f7-6f5d-45e0-be59-56811212838d@group-BEC3C596B78C-FollowerState] INFO impl.RoleInfo: 075fc7f7-6f5d-45e0-be59-56811212838d: shutdown 075fc7f7-6f5d-45e0-be59-56811212838d@group-BEC3C596B78C-FollowerState
datanode3_1  | 2021-07-16 13:35:41,282 [075fc7f7-6f5d-45e0-be59-56811212838d@group-BEC3C596B78C-FollowerState] INFO server.RaftServer$Division: 075fc7f7-6f5d-45e0-be59-56811212838d@group-BEC3C596B78C: changes role from  FOLLOWER to CANDIDATE at term 0 for changeToCandidate
datanode3_1  | 2021-07-16 13:35:41,285 [075fc7f7-6f5d-45e0-be59-56811212838d@group-BEC3C596B78C-FollowerState] INFO server.RaftServerConfigKeys: raft.server.leaderelection.pre-vote = false (custom)
datanode3_1  | 2021-07-16 13:35:41,285 [075fc7f7-6f5d-45e0-be59-56811212838d@group-BEC3C596B78C-FollowerState] INFO impl.RoleInfo: 075fc7f7-6f5d-45e0-be59-56811212838d: start 075fc7f7-6f5d-45e0-be59-56811212838d@group-BEC3C596B78C-LeaderElection1
datanode3_1  | 2021-07-16 13:35:41,307 [075fc7f7-6f5d-45e0-be59-56811212838d@group-BEC3C596B78C-LeaderElection1] INFO impl.LeaderElection: 075fc7f7-6f5d-45e0-be59-56811212838d@group-BEC3C596B78C-LeaderElection1 ELECTION round 0: submit vote requests at term 1 for -1: [075fc7f7-6f5d-45e0-be59-56811212838d|rpc:172.25.0.104:9856|admin:172.25.0.104:9857|client:172.25.0.104:9858|priority:1], old=null
datanode3_1  | 2021-07-16 13:35:41,315 [075fc7f7-6f5d-45e0-be59-56811212838d@group-BEC3C596B78C-LeaderElection1] INFO impl.LeaderElection: 075fc7f7-6f5d-45e0-be59-56811212838d@group-BEC3C596B78C-LeaderElection1 ELECTION round 0: result PASSED (term=1)
datanode3_1  | 2021-07-16 13:35:41,315 [075fc7f7-6f5d-45e0-be59-56811212838d@group-BEC3C596B78C-LeaderElection1] INFO impl.RoleInfo: 075fc7f7-6f5d-45e0-be59-56811212838d: shutdown 075fc7f7-6f5d-45e0-be59-56811212838d@group-BEC3C596B78C-LeaderElection1
datanode3_1  | 2021-07-16 13:35:41,318 [075fc7f7-6f5d-45e0-be59-56811212838d@group-BEC3C596B78C-LeaderElection1] INFO server.RaftServer$Division: 075fc7f7-6f5d-45e0-be59-56811212838d@group-BEC3C596B78C: changes role from CANDIDATE to LEADER at term 1 for changeToLeader
datanode3_1  | 2021-07-16 13:35:41,319 [075fc7f7-6f5d-45e0-be59-56811212838d@group-BEC3C596B78C-LeaderElection1] INFO ratis.XceiverServerRatis: Leader change notification received for group: group-BEC3C596B78C with new leaderId: 075fc7f7-6f5d-45e0-be59-56811212838d
datanode3_1  | 2021-07-16 13:35:41,324 [075fc7f7-6f5d-45e0-be59-56811212838d@group-BEC3C596B78C-LeaderElection1] INFO server.RaftServer$Division: 075fc7f7-6f5d-45e0-be59-56811212838d@group-BEC3C596B78C: change Leader from null to 075fc7f7-6f5d-45e0-be59-56811212838d at term 1 for becomeLeader, leader elected after 5912ms
datanode3_1  | 2021-07-16 13:35:41,340 [075fc7f7-6f5d-45e0-be59-56811212838d@group-BEC3C596B78C-LeaderElection1] INFO server.RaftServerConfigKeys: raft.server.staging.catchup.gap = 1000 (default)
datanode3_1  | 2021-07-16 13:35:41,341 [075fc7f7-6f5d-45e0-be59-56811212838d@group-BEC3C596B78C-LeaderElection1] INFO metrics.RatisMetrics: Creating Metrics Registry : ratis.log_appender.075fc7f7-6f5d-45e0-be59-56811212838d@group-BEC3C596B78C
datanode3_1  | 2021-07-16 13:35:41,344 [075fc7f7-6f5d-45e0-be59-56811212838d@group-BEC3C596B78C-LeaderElection1] INFO server.RaftServerConfigKeys: raft.server.write.element-limit = 1024 (custom)
datanode3_1  | 2021-07-16 13:35:41,344 [075fc7f7-6f5d-45e0-be59-56811212838d@group-BEC3C596B78C-LeaderElection1] INFO server.RaftServerConfigKeys: raft.server.write.byte-limit = 1073741824 (custom)
datanode3_1  | 2021-07-16 13:35:41,382 [075fc7f7-6f5d-45e0-be59-56811212838d@group-BEC3C596B78C-LeaderElection1] INFO server.RaftServerConfigKeys: raft.server.watch.timeout = 180s (custom)
datanode3_1  | 2021-07-16 13:35:41,382 [075fc7f7-6f5d-45e0-be59-56811212838d@group-BEC3C596B78C-LeaderElection1] INFO server.RaftServerConfigKeys: raft.server.watch.timeout.denomination = 1s (default)
datanode3_1  | 2021-07-16 13:35:41,436 [075fc7f7-6f5d-45e0-be59-56811212838d@group-BEC3C596B78C-LeaderElection1] INFO server.RaftServerConfigKeys: raft.server.watch.element-limit = 65536 (default)
datanode3_1  | 2021-07-16 13:35:41,507 [075fc7f7-6f5d-45e0-be59-56811212838d@group-BEC3C596B78C-LeaderElection1] INFO impl.RoleInfo: 075fc7f7-6f5d-45e0-be59-56811212838d: start 075fc7f7-6f5d-45e0-be59-56811212838d@group-BEC3C596B78C-LeaderStateImpl
datanode3_1  | 2021-07-16 13:35:41,534 [075fc7f7-6f5d-45e0-be59-56811212838d@group-BDCA628B8D3E-FollowerState] INFO impl.FollowerState: 075fc7f7-6f5d-45e0-be59-56811212838d@group-BDCA628B8D3E-FollowerState: change to CANDIDATE, lastRpcElapsedTime:5140533890ns, electionTimeout:5133ms
datanode3_1  | 2021-07-16 13:35:41,550 [075fc7f7-6f5d-45e0-be59-56811212838d@group-BDCA628B8D3E-FollowerState] INFO impl.RoleInfo: 075fc7f7-6f5d-45e0-be59-56811212838d: shutdown 075fc7f7-6f5d-45e0-be59-56811212838d@group-BDCA628B8D3E-FollowerState
datanode3_1  | 2021-07-16 13:35:41,550 [075fc7f7-6f5d-45e0-be59-56811212838d@group-BDCA628B8D3E-FollowerState] INFO server.RaftServer$Division: 075fc7f7-6f5d-45e0-be59-56811212838d@group-BDCA628B8D3E: changes role from  FOLLOWER to CANDIDATE at term 0 for changeToCandidate
datanode3_1  | 2021-07-16 13:35:41,557 [075fc7f7-6f5d-45e0-be59-56811212838d@group-BDCA628B8D3E-FollowerState] INFO server.RaftServerConfigKeys: raft.server.leaderelection.pre-vote = false (custom)
datanode3_1  | 2021-07-16 13:35:41,557 [075fc7f7-6f5d-45e0-be59-56811212838d@group-BDCA628B8D3E-FollowerState] INFO impl.RoleInfo: 075fc7f7-6f5d-45e0-be59-56811212838d: start 075fc7f7-6f5d-45e0-be59-56811212838d@group-BDCA628B8D3E-LeaderElection2
datanode3_1  | 2021-07-16 13:35:41,601 [075fc7f7-6f5d-45e0-be59-56811212838d@group-BDCA628B8D3E-LeaderElection2] INFO impl.LeaderElection: 075fc7f7-6f5d-45e0-be59-56811212838d@group-BDCA628B8D3E-LeaderElection2 ELECTION round 0: submit vote requests at term 1 for -1: [8eaffa86-b437-4457-bed4-822a77884563|rpc:172.25.0.102:9856|admin:172.25.0.102:9857|client:172.25.0.102:9858|priority:0, 43af3b8e-c970-490e-b5f3-7b86f7e500dc|rpc:172.25.0.103:9856|admin:172.25.0.103:9857|client:172.25.0.103:9858|priority:0, 075fc7f7-6f5d-45e0-be59-56811212838d|rpc:172.25.0.104:9856|admin:172.25.0.104:9857|client:172.25.0.104:9858|priority:1], old=null
datanode3_1  | 2021-07-16 13:35:41,729 [075fc7f7-6f5d-45e0-be59-56811212838d@group-BEC3C596B78C-LeaderElection1] INFO segmented.SegmentedRaftLogWorker: 075fc7f7-6f5d-45e0-be59-56811212838d@group-BEC3C596B78C-SegmentedRaftLogWorker: Starting segment from index:0
datanode3_1  | 2021-07-16 13:35:42,062 [075fc7f7-6f5d-45e0-be59-56811212838d@group-BEC3C596B78C-LeaderElection1] INFO server.RaftServer$Division: 075fc7f7-6f5d-45e0-be59-56811212838d@group-BEC3C596B78C: set configuration 0: [075fc7f7-6f5d-45e0-be59-56811212838d|rpc:172.25.0.104:9856|admin:172.25.0.104:9857|client:172.25.0.104:9858|dataStream:|priority:1], old=null
datanode3_1  | 2021-07-16 13:35:42,084 [grpc-default-executor-0] INFO metrics.RatisMetrics: Creating Metrics Registry : ratis.server_message_metrics.075fc7f7-6f5d-45e0-be59-56811212838d
datanode3_1  | 2021-07-16 13:35:42,147 [grpc-default-executor-0] INFO server.RaftServer$Division: 075fc7f7-6f5d-45e0-be59-56811212838d@group-BDCA628B8D3E: receive requestVote(ELECTION, 43af3b8e-c970-490e-b5f3-7b86f7e500dc, group-BDCA628B8D3E, 1, (t:0, i:0))
datanode3_1  | 2021-07-16 13:35:42,161 [grpc-default-executor-0] INFO impl.VoteContext: 075fc7f7-6f5d-45e0-be59-56811212838d@group-BDCA628B8D3E-CANDIDATE: reject ELECTION from 43af3b8e-c970-490e-b5f3-7b86f7e500dc: already has voted for 075fc7f7-6f5d-45e0-be59-56811212838d at current term 1
datanode3_1  | 2021-07-16 13:35:42,217 [grpc-default-executor-0] INFO server.RaftServer$Division: 075fc7f7-6f5d-45e0-be59-56811212838d@group-BDCA628B8D3E replies to ELECTION vote request: 43af3b8e-c970-490e-b5f3-7b86f7e500dc<-075fc7f7-6f5d-45e0-be59-56811212838d#0:FAIL-t1. Peer's state: 075fc7f7-6f5d-45e0-be59-56811212838d@group-BDCA628B8D3E:t1, leader=null, voted=075fc7f7-6f5d-45e0-be59-56811212838d, raftlog=075fc7f7-6f5d-45e0-be59-56811212838d@group-BDCA628B8D3E-SegmentedRaftLog:OPENED:c-1,f-1,i0, conf=-1: [8eaffa86-b437-4457-bed4-822a77884563|rpc:172.25.0.102:9856|admin:172.25.0.102:9857|client:172.25.0.102:9858|priority:0, 43af3b8e-c970-490e-b5f3-7b86f7e500dc|rpc:172.25.0.103:9856|admin:172.25.0.103:9857|client:172.25.0.103:9858|priority:0, 075fc7f7-6f5d-45e0-be59-56811212838d|rpc:172.25.0.104:9856|admin:172.25.0.104:9857|client:172.25.0.104:9858|priority:1], old=null
datanode3_1  | 2021-07-16 13:35:42,750 [075fc7f7-6f5d-45e0-be59-56811212838d@group-BEC3C596B78C-SegmentedRaftLogWorker] INFO segmented.SegmentedRaftLogWorker: 075fc7f7-6f5d-45e0-be59-56811212838d@group-BEC3C596B78C-SegmentedRaftLogWorker: created new log segment /data/metadata/ratis/a9fc99fe-5cf2-4458-8cd3-bec3c596b78c/current/log_inprogress_0
datanode3_1  | 2021-07-16 13:35:43,239 [075fc7f7-6f5d-45e0-be59-56811212838d@group-BDCA628B8D3E-LeaderElection2] INFO impl.LeaderElection: 075fc7f7-6f5d-45e0-be59-56811212838d@group-BDCA628B8D3E-LeaderElection2 got exception when requesting votes: java.util.concurrent.ExecutionException: org.apache.ratis.thirdparty.io.grpc.StatusRuntimeException: INTERNAL: 8eaffa86-b437-4457-bed4-822a77884563: group-BDCA628B8D3E not found.
datanode3_1  | 2021-07-16 13:35:43,295 [075fc7f7-6f5d-45e0-be59-56811212838d@group-BDCA628B8D3E-LeaderElection2] INFO impl.LeaderElection: 075fc7f7-6f5d-45e0-be59-56811212838d@group-BDCA628B8D3E-LeaderElection2: ELECTION REJECTED received 1 response(s) and 1 exception(s):
datanode3_1  | 2021-07-16 13:35:43,295 [075fc7f7-6f5d-45e0-be59-56811212838d@group-BDCA628B8D3E-LeaderElection2] INFO impl.LeaderElection:   Response 0: 075fc7f7-6f5d-45e0-be59-56811212838d<-43af3b8e-c970-490e-b5f3-7b86f7e500dc#0:FAIL-t1
datanode3_1  | 2021-07-16 13:35:43,296 [075fc7f7-6f5d-45e0-be59-56811212838d@group-BDCA628B8D3E-LeaderElection2] INFO impl.LeaderElection:   Exception 1: java.util.concurrent.ExecutionException: org.apache.ratis.thirdparty.io.grpc.StatusRuntimeException: INTERNAL: 8eaffa86-b437-4457-bed4-822a77884563: group-BDCA628B8D3E not found.
datanode3_1  | 2021-07-16 13:35:43,296 [075fc7f7-6f5d-45e0-be59-56811212838d@group-BDCA628B8D3E-LeaderElection2] INFO impl.LeaderElection: 075fc7f7-6f5d-45e0-be59-56811212838d@group-BDCA628B8D3E-LeaderElection2 ELECTION round 0: result REJECTED
datanode3_1  | 2021-07-16 13:35:43,297 [075fc7f7-6f5d-45e0-be59-56811212838d@group-BDCA628B8D3E-LeaderElection2] INFO server.RaftServer$Division: 075fc7f7-6f5d-45e0-be59-56811212838d@group-BDCA628B8D3E: changes role from CANDIDATE to FOLLOWER at term 1 for REJECTED
datanode3_1  | 2021-07-16 13:35:43,298 [075fc7f7-6f5d-45e0-be59-56811212838d@group-BDCA628B8D3E-LeaderElection2] INFO impl.RoleInfo: 075fc7f7-6f5d-45e0-be59-56811212838d: shutdown 075fc7f7-6f5d-45e0-be59-56811212838d@group-BDCA628B8D3E-LeaderElection2
datanode3_1  | 2021-07-16 13:35:43,298 [075fc7f7-6f5d-45e0-be59-56811212838d@group-BDCA628B8D3E-LeaderElection2] INFO impl.RoleInfo: 075fc7f7-6f5d-45e0-be59-56811212838d: start 075fc7f7-6f5d-45e0-be59-56811212838d@group-BDCA628B8D3E-FollowerState
datanode3_1  | 2021-07-16 13:35:43,393 [EndpointStateMachine task thread for recon/172.25.0.115:9891 - 0 ] INFO ipc.Client: Retrying connect to server: recon/172.25.0.115:9891. Already tried 3 time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=15, sleepTime=1000 MILLISECONDS)
datanode3_1  | 2021-07-16 13:35:43,543 [grpc-default-executor-0] INFO server.RaftServer$Division: 075fc7f7-6f5d-45e0-be59-56811212838d@group-310FB1B1E324: receive requestVote(ELECTION, 43af3b8e-c970-490e-b5f3-7b86f7e500dc, group-310FB1B1E324, 1, (t:0, i:0))
datanode3_1  | 2021-07-16 13:35:43,543 [grpc-default-executor-0] INFO impl.VoteContext: 075fc7f7-6f5d-45e0-be59-56811212838d@group-310FB1B1E324-FOLLOWER: accept ELECTION from 43af3b8e-c970-490e-b5f3-7b86f7e500dc: our priority 0 <= candidate's priority 1
datanode3_1  | 2021-07-16 13:35:43,543 [grpc-default-executor-0] INFO server.RaftServer$Division: 075fc7f7-6f5d-45e0-be59-56811212838d@group-310FB1B1E324: changes role from  FOLLOWER to FOLLOWER at term 1 for candidate:43af3b8e-c970-490e-b5f3-7b86f7e500dc
om2_1        | 	at org.apache.hadoop.ozone.om.request.s3.multipart.S3MultipartUploadCompleteRequest.getMultipartDataSize(S3MultipartUploadCompleteRequest.java:445)
om2_1        | 	at org.apache.hadoop.ozone.om.request.s3.multipart.S3MultipartUploadCompleteRequest.validateAndUpdateCache(S3MultipartUploadCompleteRequest.java:184)
om2_1        | 	at org.apache.hadoop.ozone.protocolPB.OzoneManagerRequestHandler.handleWriteRequest(OzoneManagerRequestHandler.java:246)
om2_1        | 	at org.apache.hadoop.ozone.om.ratis.OzoneManagerStateMachine.runCommand(OzoneManagerStateMachine.java:472)
om2_1        | 	at org.apache.hadoop.ozone.om.ratis.OzoneManagerStateMachine.lambda$2(OzoneManagerStateMachine.java:291)
om2_1        | 	at java.base/java.util.concurrent.CompletableFuture$AsyncSupply.run(CompletableFuture.java:1700)
om2_1        | 	at java.base/java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1128)
om2_1        | 	at java.base/java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:628)
om2_1        | 	at java.base/java.lang.Thread.run(Thread.java:834)
om2_1        | 2021-07-16 13:42:55,139 [OM StateMachine ApplyTransaction Thread - 0] ERROR multipart.S3MultipartUploadCompleteRequest: MultipartUpload Complete request failed for Key: 23896/multipartKey3 in Volume/Bucket s3v/bucket-41310
om2_1        | INVALID_PART org.apache.hadoop.ozone.om.exceptions.OMException: Complete Multipart Upload Failed: volume: s3v bucket: bucket-41310 key: 23896/multipartKey3. Provided Part info is { etag2, 2}, whereas OM has partName /s3v/bucket-41310/23896/multipartKey3106590566376734754
om2_1        | 	at org.apache.hadoop.ozone.om.request.s3.multipart.S3MultipartUploadCompleteRequest.getMultipartDataSize(S3MultipartUploadCompleteRequest.java:445)
om2_1        | 	at org.apache.hadoop.ozone.om.request.s3.multipart.S3MultipartUploadCompleteRequest.validateAndUpdateCache(S3MultipartUploadCompleteRequest.java:184)
om2_1        | 	at org.apache.hadoop.ozone.protocolPB.OzoneManagerRequestHandler.handleWriteRequest(OzoneManagerRequestHandler.java:246)
om2_1        | 	at org.apache.hadoop.ozone.om.ratis.OzoneManagerStateMachine.runCommand(OzoneManagerStateMachine.java:472)
om2_1        | 	at org.apache.hadoop.ozone.om.ratis.OzoneManagerStateMachine.lambda$2(OzoneManagerStateMachine.java:291)
om2_1        | 	at java.base/java.util.concurrent.CompletableFuture$AsyncSupply.run(CompletableFuture.java:1700)
om2_1        | 	at java.base/java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1128)
om2_1        | 	at java.base/java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:628)
om2_1        | 	at java.base/java.lang.Thread.run(Thread.java:834)
om2_1        | 2021-07-16 13:42:55,563 [OM StateMachine ApplyTransaction Thread - 0] ERROR multipart.S3MultipartUploadCompleteRequest: PartNumber at index 1 is 2, and its previous partNumber at index 0 is 4 for ozonekey is /s3v/bucket-41310/23896/multipartKey3
om2_1        | 2021-07-16 13:42:55,570 [OM StateMachine ApplyTransaction Thread - 0] ERROR multipart.S3MultipartUploadCompleteRequest: MultipartUpload Complete request failed for Key: 23896/multipartKey3 in Volume/Bucket s3v/bucket-41310
om2_1        | INVALID_PART_ORDER org.apache.hadoop.ozone.om.exceptions.OMException: Complete Multipart Upload Failed: volume: s3v bucket: bucket-41310 key: 23896/multipartKey3 because parts are in Invalid order.
om2_1        | 	at org.apache.hadoop.ozone.om.request.s3.multipart.S3MultipartUploadCompleteRequest.getPartsListSize(S3MultipartUploadCompleteRequest.java:411)
om2_1        | 	at org.apache.hadoop.ozone.om.request.s3.multipart.S3MultipartUploadCompleteRequest.validateAndUpdateCache(S3MultipartUploadCompleteRequest.java:180)
om2_1        | 	at org.apache.hadoop.ozone.protocolPB.OzoneManagerRequestHandler.handleWriteRequest(OzoneManagerRequestHandler.java:246)
om2_1        | 	at org.apache.hadoop.ozone.om.ratis.OzoneManagerStateMachine.runCommand(OzoneManagerStateMachine.java:472)
om2_1        | 	at org.apache.hadoop.ozone.om.ratis.OzoneManagerStateMachine.lambda$2(OzoneManagerStateMachine.java:291)
