Attaching to ozonesecure_recon_1, ozonesecure_datanode_1, ozonesecure_kms_1, ozonesecure_datanode_2, ozonesecure_scm_1, ozonesecure_datanode_3, ozonesecure_om_1, ozonesecure_kdc_1, ozonesecure_s3g_1
kdc_1       | Oct 25 12:22:53 kdc krb5kdc[8](info): Loaded
datanode_2  | 2021-10-25 12:24:25,793 [0ba8f1ea-b911-4fb7-8325-1a9580c84cee@group-B6544D881B52-FollowerState] INFO server.RaftServerConfigKeys: raft.server.leaderelection.pre-vote = false (custom)
datanode_2  | 2021-10-25 12:24:25,793 [0ba8f1ea-b911-4fb7-8325-1a9580c84cee@group-B6544D881B52-FollowerState] INFO impl.RoleInfo: 0ba8f1ea-b911-4fb7-8325-1a9580c84cee: start 0ba8f1ea-b911-4fb7-8325-1a9580c84cee@group-B6544D881B52-LeaderElection2
s3g_1       | WARNING: All illegal access operations will be denied in a future release
s3g_1       | 2021-10-25 12:23:33,999 [main] INFO server.KerberosAuthenticationHandler: Using keytab /etc/security/keytabs/s3g.keytab, for principal HTTP/s3g@EXAMPLE.COM
s3g_1       | Oct 25, 2021 12:23:37 PM org.glassfish.jersey.internal.Errors logErrors
s3g_1       | WARNING: The following warnings have been detected: WARNING: A HTTP GET method, public javax.ws.rs.core.Response org.apache.hadoop.ozone.s3.endpoint.ObjectEndpoint.get(java.lang.String,java.lang.String,java.lang.String,int,java.lang.String,java.io.InputStream) throws java.io.IOException,org.apache.hadoop.ozone.s3.exception.OS3Exception, should not consume any entity.
s3g_1       | 
recon_1     | 2021-10-25 12:23:47,231 [Listener at 0.0.0.0/9891] INFO impl.MetricsSinkAdapter: Sink prometheus started
recon_1     | 2021-10-25 12:23:47,232 [Listener at 0.0.0.0/9891] INFO impl.MetricsSystemImpl: Registered sink prometheus
recon_1     | 2021-10-25 12:23:47,234 [Listener at 0.0.0.0/9891] INFO http.BaseHttpServer: HTTP server of recon listening at http://0.0.0.0:9888
recon_1     | 2021-10-25 12:23:47,234 [Listener at 0.0.0.0/9891] INFO impl.OzoneManagerServiceProviderImpl: Starting Ozone Manager Service Provider.
recon_1     | 2021-10-25 12:23:47,268 [Listener at 0.0.0.0/9891] INFO impl.OzoneManagerServiceProviderImpl: Registered OmDeltaRequest task 
scm_1       | 2021-10-25 12:23:46,374 [main] INFO client.SCMCertificateClient: Added certificate from file:/data/metadata/scm/sub-ca/certs/319756380531.crt.
scm_1       | 2021-10-25 12:23:46,388 [main] INFO client.SCMCertificateClient: Added certificate from file:/data/metadata/scm/sub-ca/certs/CA-1.crt.
scm_1       | 2021-10-25 12:23:46,392 [main] INFO client.SCMCertificateClient: Added certificate from file:/data/metadata/scm/sub-ca/certs/certificate.crt.
scm_1       | 2021-10-25 12:23:46,685 [main] INFO security.UserGroupInformation: Login successful for user scm/scm@EXAMPLE.COM using keytab file scm.keytab. Keytab auto renewal enabled : false
datanode_3  | 2021-10-25 12:24:49,366 [pool-23-thread-1] INFO server.RaftServerConfigKeys: raft.server.log.statemachine.data.sync = true (default)
datanode_3  | 2021-10-25 12:24:49,366 [pool-23-thread-1] INFO server.RaftServerConfigKeys: raft.server.log.statemachine.data.sync.timeout = 10s (default)
datanode_3  | 2021-10-25 12:24:49,367 [pool-23-thread-1] INFO server.RaftServerConfigKeys: raft.server.log.statemachine.data.sync.timeout.retry = -1 (default)
datanode_3  | 2021-10-25 12:24:49,384 [pool-23-thread-1] INFO server.RaftServerConfigKeys: raft.server.log.write.buffer.size = 1048576 (custom)
datanode_3  | 2021-10-25 12:24:49,384 [pool-23-thread-1] INFO server.RaftServerConfigKeys: raft.server.log.statemachine.data.caching.enabled = true (custom)
datanode_3  | 2021-10-25 12:24:49,418 [pool-23-thread-1] INFO segmented.SegmentedRaftLogWorker: e9d82cab-05ce-4d78-8653-c1a5df6d1fad@group-FBA3E86533AB-SegmentedRaftLogWorker: flushIndex: setUnconditionally 0 -> -1
s3g_1       | 2021-10-25 12:23:37,880 [main] INFO handler.ContextHandler: Started o.e.j.w.WebAppContext@7e31062c{s3gateway,/,file:///tmp/jetty-0_0_0_0-9878-ozone-s3gateway-1_2_0-SNAPSHOT_jar-_-any-3810187953738044198/webapp/,AVAILABLE}{jar:file:/opt/hadoop/share/ozone/lib/ozone-s3gateway-1.2.0-SNAPSHOT.jar!/webapps/s3gateway}
s3g_1       | 2021-10-25 12:23:37,971 [main] INFO server.AbstractConnector: Started ServerConnector@18a3962d{HTTP/1.1, (http/1.1)}{0.0.0.0:9878}
s3g_1       | 2021-10-25 12:23:37,978 [main] INFO server.Server: Started @41734ms
s3g_1       | 2021-10-25 12:23:37,980 [main] INFO http.BaseHttpServer: HTTP server of s3gateway listening at http://0.0.0.0:9878
datanode_2  | 2021-10-25 12:24:25,811 [0ba8f1ea-b911-4fb7-8325-1a9580c84cee@group-E3B9BD64EC8B-LeaderElection1] INFO server.RaftServerConfigKeys: raft.server.watch.timeout = 180s (custom)
datanode_2  | 2021-10-25 12:24:25,812 [0ba8f1ea-b911-4fb7-8325-1a9580c84cee@group-E3B9BD64EC8B-LeaderElection1] INFO server.RaftServerConfigKeys: raft.server.watch.timeout.denomination = 1s (default)
datanode_2  | 2021-10-25 12:24:25,813 [0ba8f1ea-b911-4fb7-8325-1a9580c84cee@group-E3B9BD64EC8B-LeaderElection1] INFO server.RaftServerConfigKeys: raft.server.watch.element-limit = 65536 (default)
datanode_2  | 2021-10-25 12:24:25,818 [0ba8f1ea-b911-4fb7-8325-1a9580c84cee@group-B6544D881B52-LeaderElection2] INFO impl.LeaderElection: 0ba8f1ea-b911-4fb7-8325-1a9580c84cee@group-B6544D881B52-LeaderElection2 ELECTION round 0: submit vote requests at term 1 for -1: [4a5fbc1e-fa65-4644-9e0b-b54075597161|rpc:172.18.0.9:9856|admin:172.18.0.9:9857|client:172.18.0.9:9858|priority:0, e9d82cab-05ce-4d78-8653-c1a5df6d1fad|rpc:172.18.0.5:9856|admin:172.18.0.5:9857|client:172.18.0.5:9858|priority:0, 0ba8f1ea-b911-4fb7-8325-1a9580c84cee|rpc:172.18.0.6:9856|admin:172.18.0.6:9857|client:172.18.0.6:9858|priority:1], old=null
datanode_2  | 2021-10-25 12:24:25,847 [0ba8f1ea-b911-4fb7-8325-1a9580c84cee@group-E3B9BD64EC8B-LeaderElection1] INFO server.RaftServerConfigKeys: raft.server.write.element-limit = 1024 (custom)
datanode_2  | 2021-10-25 12:24:25,868 [0ba8f1ea-b911-4fb7-8325-1a9580c84cee@group-E3B9BD64EC8B-LeaderElection1] INFO server.RaftServerConfigKeys: raft.server.write.follower.gap.ratio.max = -1.0 (default)
om_1        | 2021-10-25 12:24:25,146 [main] INFO ipc.CallQueueManager: Using callQueue: class java.util.concurrent.LinkedBlockingQueue, queueCapacity: 10000, scheduler: class org.apache.hadoop.ipc.DefaultRpcScheduler, ipcBackoff: false.
om_1        | 2021-10-25 12:24:25,174 [Socket Reader #1 for port 9862] INFO ipc.Server: Starting Socket Reader #1 for port 9862
om_1        | 2021-10-25 12:24:25,177 [pool-24-thread-1] INFO storage.RaftStorage: Storage directory /data/metadata/ratis/bf265839-605b-3f16-9796-c5ba1605619e has been successfully formatted.
om_1        | 2021-10-25 12:24:25,195 [pool-24-thread-1] INFO server.RaftServerConfigKeys: raft.server.notification.no-leader.timeout = 120s (custom)
om_1        | 2021-10-25 12:24:25,199 [pool-24-thread-1] INFO server.RaftServerConfigKeys: raft.server.log.use.memory = false (default)
recon_1     | 2021-10-25 12:23:47,284 [Listener at 0.0.0.0/9891] INFO impl.OzoneManagerServiceProviderImpl: Registered OmSnapshotRequest task 
recon_1     | 2021-10-25 12:23:47,284 [Listener at 0.0.0.0/9891] INFO recovery.ReconOmMetadataManagerImpl: Starting ReconOMMetadataManagerImpl
recon_1     | 2021-10-25 12:23:47,284 [Listener at 0.0.0.0/9891] WARN recon.ReconUtils: ozone.recon.om.db.dir is not configured. We recommend adding this setting. Falling back to ozone.metadata.dirs instead.
recon_1     | 2021-10-25 12:23:47,285 [Listener at 0.0.0.0/9891] INFO tasks.ReconTaskControllerImpl: Starting Recon Task Controller.
recon_1     | 2021-10-25 12:23:47,296 [Listener at 0.0.0.0/9891] INFO scm.ReconStorageContainerManagerFacade: Recon ScmDatanodeProtocol RPC server is listening at /0.0.0.0:9891
scm_1       | 2021-10-25 12:23:46,686 [main] INFO server.StorageContainerManager: SCM login successful.
scm_1       | 2021-10-25 12:23:46,716 [main] WARN utils.HAUtils: ozone.scm.db.dirs is not configured. We recommend adding this setting. Falling back to ozone.metadata.dirs instead.
scm_1       | 2021-10-25 12:23:47,048 [main] WARN db.DBStoreBuilder: ozone.scm.db.dirs is not configured. We recommend adding this setting. Falling back to ozone.metadata.dirs instead.
scm_1       | 2021-10-25 12:23:47,451 [main] INFO net.NodeSchemaLoader: Loading schema from [file:/etc/hadoop/network-topology-default.xml, jar:file:/opt/hadoop/share/ozone/lib/hdds-common-1.2.0-SNAPSHOT.jar!/network-topology-default.xml]
scm_1       | 2021-10-25 12:23:47,451 [main] INFO net.NodeSchemaLoader: Loading network topology layer schema file
datanode_3  | 2021-10-25 12:24:49,418 [pool-23-thread-1] INFO segmented.SegmentedRaftLogWorker: e9d82cab-05ce-4d78-8653-c1a5df6d1fad@group-FBA3E86533AB-SegmentedRaftLogWorker: safeCacheEvictIndex: setUnconditionally 0 -> -1
datanode_3  | 2021-10-25 12:24:49,422 [pool-23-thread-1] INFO server.RaftServerConfigKeys: raft.server.snapshot.auto.trigger.enabled = true (custom)
datanode_3  | 2021-10-25 12:24:49,423 [pool-23-thread-1] INFO server.RaftServerConfigKeys: raft.server.snapshot.auto.trigger.threshold = 10000 (custom)
datanode_3  | 2021-10-25 12:24:49,424 [pool-23-thread-1] INFO server.RaftServerConfigKeys: raft.server.snapshot.retention.file.num = 5 (custom)
datanode_3  | 2021-10-25 12:24:49,424 [pool-23-thread-1] INFO server.RaftServerConfigKeys: raft.server.log.purge.upto.snapshot.index = false (default)
om_1        | 2021-10-25 12:24:25,215 [pool-24-thread-1] INFO server.RaftServerConfigKeys: raft.server.log.purge.gap = 1000000 (custom)
om_1        | 2021-10-25 12:24:25,215 [pool-24-thread-1] INFO server.RaftServerConfigKeys: raft.server.log.appender.buffer.byte-limit = 33554432 (custom)
om_1        | 2021-10-25 12:24:25,286 [pool-24-thread-1] INFO server.RaftServerConfigKeys: raft.server.log.segment.size.max = 4194304 (custom)
om_1        | 2021-10-25 12:24:25,312 [pool-24-thread-1] INFO server.RaftServerConfigKeys: raft.server.log.segment.cache.num.max = 2 (custom)
om_1        | 2021-10-25 12:24:25,318 [pool-24-thread-1] INFO server.RaftServerConfigKeys: raft.server.log.segment.cache.size.max = 200MB (=209715200) (default)
recon_1     | 2021-10-25 12:23:54,390 [Listener at 0.0.0.0/9891] INFO scm.ReconStorageContainerManagerFacade: Obtained 0 pipelines from SCM.
recon_1     | 2021-10-25 12:23:54,392 [Listener at 0.0.0.0/9891] INFO scm.ReconPipelineManager: Recon has 0 pipelines in house.
recon_1     | 2021-10-25 12:23:54,394 [Listener at 0.0.0.0/9891] INFO server.SCMDatanodeProtocolServer: RPC server for DataNodes is listening at /0.0.0.0:9891
recon_1     | 2021-10-25 12:23:54,466 [IPC Server listener on 9891] INFO ipc.Server: IPC Server listener on 9891: starting
recon_1     | 2021-10-25 12:23:54,410 [IPC Server Responder] INFO ipc.Server: IPC Server Responder: starting
scm_1       | 2021-10-25 12:23:47,688 [main] INFO metrics.MetricRegistries: Loaded MetricRegistries class org.apache.ratis.metrics.impl.MetricRegistriesImpl
scm_1       | 2021-10-25 12:23:47,790 [main] INFO ha.SequenceIdGenerator: upgrade localId to 107544261427200000
scm_1       | 2021-10-25 12:23:47,790 [main] INFO ha.SequenceIdGenerator: upgrade delTxnId to 0
scm_1       | 2021-10-25 12:23:47,795 [main] INFO ha.SequenceIdGenerator: upgrade containerId to 0
scm_1       | 2021-10-25 12:23:47,798 [main] INFO ha.SequenceIdGenerator: Init the HA SequenceIdGenerator.
datanode_2  | 2021-10-25 12:24:25,873 [0ba8f1ea-b911-4fb7-8325-1a9580c84cee@group-E3B9BD64EC8B-LeaderElection1] INFO impl.RoleInfo: 0ba8f1ea-b911-4fb7-8325-1a9580c84cee: start 0ba8f1ea-b911-4fb7-8325-1a9580c84cee@group-E3B9BD64EC8B-LeaderStateImpl
datanode_2  | 2021-10-25 12:24:26,249 [0ba8f1ea-b911-4fb7-8325-1a9580c84cee@group-E3B9BD64EC8B-LeaderElection1] INFO segmented.SegmentedRaftLogWorker: 0ba8f1ea-b911-4fb7-8325-1a9580c84cee@group-E3B9BD64EC8B-SegmentedRaftLogWorker: Starting segment from index:0
datanode_2  | 2021-10-25 12:24:26,503 [0ba8f1ea-b911-4fb7-8325-1a9580c84cee@group-E3B9BD64EC8B-LeaderElection1] INFO server.RaftServer$Division: 0ba8f1ea-b911-4fb7-8325-1a9580c84cee@group-E3B9BD64EC8B: set configuration 0: [0ba8f1ea-b911-4fb7-8325-1a9580c84cee|rpc:172.18.0.6:9856|admin:172.18.0.6:9857|client:172.18.0.6:9858|dataStream:|priority:1], old=null
datanode_2  | 2021-10-25 12:24:26,985 [0ba8f1ea-b911-4fb7-8325-1a9580c84cee@group-E3B9BD64EC8B-SegmentedRaftLogWorker] INFO segmented.SegmentedRaftLogWorker: 0ba8f1ea-b911-4fb7-8325-1a9580c84cee@group-E3B9BD64EC8B-SegmentedRaftLogWorker: created new log segment /data/metadata/ratis/44e00d39-64b4-4d12-b933-e3b9bd64ec8b/current/log_inprogress_0
datanode_2  | 2021-10-25 12:24:27,793 [grpc-default-executor-0] INFO server.RaftServer$Division: 0ba8f1ea-b911-4fb7-8325-1a9580c84cee@group-B6544D881B52: receive requestVote(ELECTION, 4a5fbc1e-fa65-4644-9e0b-b54075597161, group-B6544D881B52, 1, (t:0, i:0))
datanode_1  | 2021-10-25 12:24:26,119 [4a5fbc1e-fa65-4644-9e0b-b54075597161@group-DE88D956EA95-LeaderElection1] INFO server.RaftServerConfigKeys: raft.server.staging.catchup.gap = 1000 (default)
datanode_1  | 2021-10-25 12:24:26,118 [4a5fbc1e-fa65-4644-9e0b-b54075597161@group-B6544D881B52-LeaderElection2] INFO impl.LeaderElection: 4a5fbc1e-fa65-4644-9e0b-b54075597161@group-B6544D881B52-LeaderElection2 ELECTION round 0: submit vote requests at term 1 for -1: [4a5fbc1e-fa65-4644-9e0b-b54075597161|rpc:172.18.0.9:9856|admin:172.18.0.9:9857|client:172.18.0.9:9858|priority:0, e9d82cab-05ce-4d78-8653-c1a5df6d1fad|rpc:172.18.0.5:9856|admin:172.18.0.5:9857|client:172.18.0.5:9858|priority:0, 0ba8f1ea-b911-4fb7-8325-1a9580c84cee|rpc:172.18.0.6:9856|admin:172.18.0.6:9857|client:172.18.0.6:9858|priority:1], old=null
datanode_1  | 2021-10-25 12:24:26,139 [4a5fbc1e-fa65-4644-9e0b-b54075597161@group-DE88D956EA95-LeaderElection1] INFO server.RaftServerConfigKeys: raft.server.write.element-limit = 1024 (custom)
datanode_1  | 2021-10-25 12:24:26,171 [4a5fbc1e-fa65-4644-9e0b-b54075597161@group-DE88D956EA95-LeaderElection1] INFO server.RaftServerConfigKeys: raft.server.write.byte-limit = 1024 M (=1073741824) (custom)
datanode_1  | 2021-10-25 12:24:26,245 [4a5fbc1e-fa65-4644-9e0b-b54075597161@group-DE88D956EA95-LeaderElection1] INFO server.RaftServerConfigKeys: raft.server.watch.timeout = 180s (custom)
recon_1     | 2021-10-25 12:23:55,015 [Listener at 0.0.0.0/9891] INFO scm.ReconScmTask: Registered PipelineSyncTask task 
recon_1     | 2021-10-25 12:23:55,018 [Listener at 0.0.0.0/9891] INFO scm.ReconScmTask: Starting PipelineSyncTask Thread.
recon_1     | 2021-10-25 12:23:55,046 [PipelineSyncTask] INFO scm.ReconPipelineManager: Recon has 0 pipelines in house.
recon_1     | 2021-10-25 12:23:55,056 [PipelineSyncTask] INFO scm.PipelineSyncTask: Pipeline sync Thread took 18 milliseconds.
om_1        | 2021-10-25 12:24:25,326 [pool-24-thread-1] INFO segmented.SegmentedRaftLogWorker: new om1@group-C5BA1605619E-SegmentedRaftLogWorker for RaftStorageImpl:Storage Directory /data/metadata/ratis/bf265839-605b-3f16-9796-c5ba1605619e
om_1        | 2021-10-25 12:24:25,340 [pool-24-thread-1] INFO server.RaftServerConfigKeys: raft.server.log.queue.byte-limit = 64MB (=67108864) (default)
om_1        | 2021-10-25 12:24:25,343 [pool-24-thread-1] INFO server.RaftServerConfigKeys: raft.server.log.queue.element-limit = 4096 (default)
om_1        | 2021-10-25 12:24:25,348 [pool-24-thread-1] INFO server.RaftServerConfigKeys: raft.server.log.segment.size.max = 4194304 (custom)
om_1        | 2021-10-25 12:24:25,350 [pool-24-thread-1] INFO server.RaftServerConfigKeys: raft.server.log.preallocated.size = 4194304 (custom)
scm_1       | 2021-10-25 12:23:47,871 [main] WARN server.ServerUtils: ozone.scm.stale.node.interval value = 30000 is smaller than min = 90000 based on the key value of hdds.heartbeat.interval, reset to the min value 90000.
scm_1       | 2021-10-25 12:23:47,871 [main] WARN server.ServerUtils: ozone.scm.stale.node.interval value = 30000 is smaller than min = 90000 based on the key value of hdds.heartbeat.interval, reset to the min value 90000.
scm_1       | 2021-10-25 12:23:47,871 [main] WARN server.ServerUtils: ozone.scm.dead.node.interval value = 45000 is smaller than min = 180000 based on the key value of ozone.scm.stale.node.interval, reset to the min value 180000.
scm_1       | 2021-10-25 12:23:47,879 [main] INFO node.SCMNodeManager: Entering startup safe mode.
datanode_2  | 2021-10-25 12:24:27,823 [grpc-default-executor-0] INFO impl.VoteContext: 0ba8f1ea-b911-4fb7-8325-1a9580c84cee@group-B6544D881B52-CANDIDATE: reject ELECTION from 4a5fbc1e-fa65-4644-9e0b-b54075597161: already has voted for 0ba8f1ea-b911-4fb7-8325-1a9580c84cee at current term 1
datanode_2  | 2021-10-25 12:24:27,828 [grpc-default-executor-0] INFO server.RaftServer$Division: 0ba8f1ea-b911-4fb7-8325-1a9580c84cee@group-B6544D881B52 replies to ELECTION vote request: 4a5fbc1e-fa65-4644-9e0b-b54075597161<-0ba8f1ea-b911-4fb7-8325-1a9580c84cee#0:FAIL-t1. Peer's state: 0ba8f1ea-b911-4fb7-8325-1a9580c84cee@group-B6544D881B52:t1, leader=null, voted=0ba8f1ea-b911-4fb7-8325-1a9580c84cee, raftlog=0ba8f1ea-b911-4fb7-8325-1a9580c84cee@group-B6544D881B52-SegmentedRaftLog:OPENED:c-1, conf=-1: [4a5fbc1e-fa65-4644-9e0b-b54075597161|rpc:172.18.0.9:9856|admin:172.18.0.9:9857|client:172.18.0.9:9858|priority:0, e9d82cab-05ce-4d78-8653-c1a5df6d1fad|rpc:172.18.0.5:9856|admin:172.18.0.5:9857|client:172.18.0.5:9858|priority:0, 0ba8f1ea-b911-4fb7-8325-1a9580c84cee|rpc:172.18.0.6:9856|admin:172.18.0.6:9857|client:172.18.0.6:9858|priority:1], old=null
datanode_2  | 2021-10-25 12:24:28,119 [0ba8f1ea-b911-4fb7-8325-1a9580c84cee@group-B6544D881B52-LeaderElection2] INFO impl.LeaderElection: 0ba8f1ea-b911-4fb7-8325-1a9580c84cee@group-B6544D881B52-LeaderElection2 got exception when requesting votes: java.util.concurrent.ExecutionException: org.apache.ratis.thirdparty.io.grpc.StatusRuntimeException: INTERNAL: e9d82cab-05ce-4d78-8653-c1a5df6d1fad: group-B6544D881B52 not found.
datanode_2  | 2021-10-25 12:24:28,120 [0ba8f1ea-b911-4fb7-8325-1a9580c84cee@group-B6544D881B52-LeaderElection2] INFO impl.LeaderElection: 0ba8f1ea-b911-4fb7-8325-1a9580c84cee@group-B6544D881B52-LeaderElection2: ELECTION REJECTED received 1 response(s) and 1 exception(s):
datanode_2  | 2021-10-25 12:24:28,120 [0ba8f1ea-b911-4fb7-8325-1a9580c84cee@group-B6544D881B52-LeaderElection2] INFO impl.LeaderElection:   Response 0: 0ba8f1ea-b911-4fb7-8325-1a9580c84cee<-4a5fbc1e-fa65-4644-9e0b-b54075597161#0:FAIL-t1
datanode_3  | 2021-10-25 12:24:49,426 [pool-23-thread-1] INFO server.RaftServerConfigKeys: raft.server.retrycache.expirytime = 600000ms (custom)
datanode_3  | 2021-10-25 12:24:49,426 [pool-23-thread-1] INFO server.RaftServerConfigKeys: raft.server.retrycache.statistics.expirytime = 100?s (default)
datanode_3  | 2021-10-25 12:24:49,497 [pool-23-thread-1] INFO server.RaftServer$Division: e9d82cab-05ce-4d78-8653-c1a5df6d1fad@group-FBA3E86533AB: start as a follower, conf=-1: [e9d82cab-05ce-4d78-8653-c1a5df6d1fad|rpc:172.18.0.5:9856|admin:172.18.0.5:9857|client:172.18.0.5:9858|priority:1], old=null
datanode_3  | 2021-10-25 12:24:49,508 [pool-23-thread-1] INFO server.RaftServer$Division: e9d82cab-05ce-4d78-8653-c1a5df6d1fad@group-FBA3E86533AB: changes role from      null to FOLLOWER at term 0 for startAsFollower
datanode_3  | 2021-10-25 12:24:49,509 [pool-23-thread-1] INFO impl.RoleInfo: e9d82cab-05ce-4d78-8653-c1a5df6d1fad: start e9d82cab-05ce-4d78-8653-c1a5df6d1fad@group-FBA3E86533AB-FollowerState
datanode_1  | 2021-10-25 12:24:26,245 [4a5fbc1e-fa65-4644-9e0b-b54075597161@group-DE88D956EA95-LeaderElection1] INFO server.RaftServerConfigKeys: raft.server.watch.timeout.denomination = 1s (default)
datanode_1  | 2021-10-25 12:24:26,246 [4a5fbc1e-fa65-4644-9e0b-b54075597161@group-DE88D956EA95-LeaderElection1] INFO server.RaftServerConfigKeys: raft.server.watch.element-limit = 65536 (default)
datanode_1  | 2021-10-25 12:24:26,307 [4a5fbc1e-fa65-4644-9e0b-b54075597161@group-DE88D956EA95-LeaderElection1] INFO server.RaftServerConfigKeys: raft.server.write.element-limit = 1024 (custom)
datanode_1  | 2021-10-25 12:24:26,320 [4a5fbc1e-fa65-4644-9e0b-b54075597161@group-DE88D956EA95-LeaderElection1] INFO server.RaftServerConfigKeys: raft.server.write.follower.gap.ratio.max = -1.0 (default)
datanode_1  | 2021-10-25 12:24:26,376 [4a5fbc1e-fa65-4644-9e0b-b54075597161@group-DE88D956EA95-LeaderElection1] INFO impl.RoleInfo: 4a5fbc1e-fa65-4644-9e0b-b54075597161: start 4a5fbc1e-fa65-4644-9e0b-b54075597161@group-DE88D956EA95-LeaderStateImpl
recon_1     | 2021-10-25 12:23:55,114 [Listener at 0.0.0.0/9891] INFO scm.ReconScmTask: Registered ContainerHealthTask task 
recon_1     | 2021-10-25 12:23:55,114 [Listener at 0.0.0.0/9891] INFO scm.ReconScmTask: Starting ContainerHealthTask Thread.
recon_1     | 2021-10-25 12:23:55,486 [ContainerHealthTask] INFO fsck.ContainerHealthTask: Container Health task thread took 292 milliseconds to process 0 existing database records.
recon_1     | 2021-10-25 12:23:55,589 [ContainerHealthTask] INFO fsck.ContainerHealthTask: Container Health task thread took 87 milliseconds for processing 0 containers.
recon_1     | 2021-10-25 12:24:07,293 [pool-18-thread-1] INFO impl.OzoneManagerServiceProviderImpl: Syncing data from Ozone Manager.
scm_1       | 2021-10-25 12:23:47,895 [main] INFO algorithms.ContainerPlacementPolicyFactory: Create container placement policy of type org.apache.hadoop.hdds.scm.container.placement.algorithms.SCMContainerPlacementRandom
scm_1       | 2021-10-25 12:23:47,907 [main] INFO pipeline.PipelineStateManagerImpl: No pipeline exists in current db
scm_1       | 2021-10-25 12:23:47,958 [main] INFO algorithms.LeaderChoosePolicyFactory: Create leader choose policy of type org.apache.hadoop.hdds.scm.pipeline.leader.choose.algorithms.MinLeaderCountChoosePolicy
scm_1       | 2021-10-25 12:23:47,967 [main] INFO ha.SCMServiceManager: Registering service BackgroundPipelineCreator.
scm_1       | 2021-10-25 12:23:47,967 [main] INFO pipeline.BackgroundPipelineCreator: Starting RatisPipelineUtilsThread.
om_1        | 2021-10-25 12:24:25,350 [pool-24-thread-1] INFO server.RaftServerConfigKeys: raft.server.log.force.sync.num = 128 (default)
om_1        | 2021-10-25 12:24:25,353 [pool-24-thread-1] INFO server.RaftServerConfigKeys: raft.server.log.statemachine.data.sync = true (default)
om_1        | 2021-10-25 12:24:25,358 [pool-24-thread-1] INFO server.RaftServerConfigKeys: raft.server.log.statemachine.data.sync.timeout = 10s (default)
om_1        | 2021-10-25 12:24:25,359 [pool-24-thread-1] INFO server.RaftServerConfigKeys: raft.server.log.statemachine.data.sync.timeout.retry = -1 (default)
om_1        | 2021-10-25 12:24:25,382 [Listener at om/9862] INFO om.OzoneManager: Configured ozone.om.metadata.layout=SIMPLE and disabled optimized OM FS operations
datanode_2  | 2021-10-25 12:24:28,120 [0ba8f1ea-b911-4fb7-8325-1a9580c84cee@group-B6544D881B52-LeaderElection2] INFO impl.LeaderElection:   Exception 1: java.util.concurrent.ExecutionException: org.apache.ratis.thirdparty.io.grpc.StatusRuntimeException: INTERNAL: e9d82cab-05ce-4d78-8653-c1a5df6d1fad: group-B6544D881B52 not found.
datanode_2  | 2021-10-25 12:24:28,121 [0ba8f1ea-b911-4fb7-8325-1a9580c84cee@group-B6544D881B52-LeaderElection2] INFO impl.LeaderElection: 0ba8f1ea-b911-4fb7-8325-1a9580c84cee@group-B6544D881B52-LeaderElection2 ELECTION round 0: result REJECTED
datanode_2  | 2021-10-25 12:24:28,122 [0ba8f1ea-b911-4fb7-8325-1a9580c84cee@group-B6544D881B52-LeaderElection2] INFO server.RaftServer$Division: 0ba8f1ea-b911-4fb7-8325-1a9580c84cee@group-B6544D881B52: changes role from CANDIDATE to FOLLOWER at term 1 for REJECTED
datanode_2  | 2021-10-25 12:24:28,123 [0ba8f1ea-b911-4fb7-8325-1a9580c84cee@group-B6544D881B52-LeaderElection2] INFO impl.RoleInfo: 0ba8f1ea-b911-4fb7-8325-1a9580c84cee: shutdown 0ba8f1ea-b911-4fb7-8325-1a9580c84cee@group-B6544D881B52-LeaderElection2
datanode_2  | 2021-10-25 12:24:28,123 [0ba8f1ea-b911-4fb7-8325-1a9580c84cee@group-B6544D881B52-LeaderElection2] INFO impl.RoleInfo: 0ba8f1ea-b911-4fb7-8325-1a9580c84cee: start 0ba8f1ea-b911-4fb7-8325-1a9580c84cee@group-B6544D881B52-FollowerState
datanode_3  | 2021-10-25 12:24:49,518 [pool-23-thread-1] INFO util.JmxRegister: Successfully registered JMX Bean with object name Ratis:service=RaftServer,group=group-FBA3E86533AB,id=e9d82cab-05ce-4d78-8653-c1a5df6d1fad
datanode_3  | 2021-10-25 12:24:49,551 [Command processor thread] INFO ratis.XceiverServerRatis: Created group PipelineID=2dd8af7a-315a-4531-a950-fba3e86533ab
datanode_3  | 2021-10-25 12:24:49,552 [Command processor thread] INFO commandhandler.CreatePipelineCommandHandler: Created Pipeline RATIS ONE PipelineID=2dd8af7a-315a-4531-a950-fba3e86533ab.
recon_1     | 2021-10-25 12:24:07,298 [pool-18-thread-1] INFO impl.OzoneManagerServiceProviderImpl: Obtaining full snapshot from Ozone Manager
recon_1     | 2021-10-25 12:24:09,599 [pool-18-thread-1] INFO retry.RetryInvocationHandler: com.google.protobuf.ServiceException: java.net.ConnectException: Call From recon/172.18.0.10 to om:9862 failed on connection exception: java.net.ConnectException: Connection refused; For more details see:  http://wiki.apache.org/hadoop/ConnectionRefused, while invoking $Proxy43.submitRequest over nodeId=null,nodeAddress=om:9862 after 1 failover attempts. Trying to failover after sleeping for 4000ms.
